DateTime,RawCount,Amount,Accumulated,id
03-21-2018 02:19 PM,546,0.01,5.46,403
03-21-2018 01:48 PM,545,0.01,5.45,403
03-21-2018 01:43 PM,544,0.01,5.44,403
03-21-2018 01:42 PM,543,0.01,5.43,403
03-21-2018 01:40 PM,542,0.01,5.42,403
03-21-2018 01:38 PM,541,0.01,5.41,403
03-21-2018 01:37 PM,540,0.01,5.40,403
03-21-2018 01:36 PM,539,0.01,5.39,403
03-21-2018 01:34 PM,538,0.01,5.38,403
03-21-2018 01:34 PM,537,0.01,5.37,403
03-21-2018 01:32 PM,536,0.01,5.36,403
03-21-2018 01:04 PM,535,0.01,5.35,403
03-21-2018 01:00 PM,534,0.00,5.34,403
03-21-2018 12:54 PM,534,0.01,5.34,403
03-21-2018 12:51 PM,533,0.01,5.33,403
03-21-2018 12:49 PM,532,0.01,5.32,403
03-21-2018 12:47 PM,531,0.01,5.31,403
03-21-2018 12:45 PM,530,0.01,5.30,403
03-21-2018 12:43 PM,529,0.01,5.29,403
03-21-2018 12:41 PM,528,0.01,5.28,403
03-21-2018 12:39 PM,527,0.01,5.27,403
03-21-2018 12:38 PM,526,0.01,5.26,403
03-21-2018 12:37 PM,525,0.01,5.25,403
03-21-2018 12:36 PM,524,0.01,5.24,403
03-21-2018 12:35 PM,523,0.01,5.23,403
03-21-2018 12:34 PM,522,0.01,5.22,403
03-21-2018 12:33 PM,521,0.01,5.21,403
03-21-2018 12:31 PM,520,0.01,5.20,403
03-21-2018 12:30 PM,519,0.01,5.19,403
03-21-2018 12:30 PM,518,0.01,5.18,403
03-21-2018 12:29 PM,517,0.01,5.17,403
03-21-2018 12:28 PM,516,0.01,5.16,403
03-21-2018 12:27 PM,515,0.01,5.15,403
03-21-2018 12:27 PM,514,0.01,5.14,403
03-21-2018 12:26 PM,513,0.01,5.13,403
03-21-2018 12:26 PM,512,0.01,5.12,403
03-21-2018 12:25 PM,511,0.01,5.11,403
03-21-2018 12:25 PM,510,0.01,5.10,403
03-21-2018 12:24 PM,509,0.01,5.09,403
03-21-2018 12:23 PM,508,0.01,5.08,403
03-21-2018 12:22 PM,507,0.01,5.07,403
03-21-2018 12:22 PM,506,0.01,5.06,403
03-21-2018 12:21 PM,505,0.01,5.05,403
03-21-2018 12:21 PM,504,0.01,5.04,403
03-21-2018 12:20 PM,503,0.01,5.03,403
03-21-2018 12:20 PM,502,0.01,5.02,403
03-21-2018 12:19 PM,501,0.01,5.01,403
03-21-2018 12:19 PM,500,0.01,5.00,403
03-21-2018 12:18 PM,499,0.01,4.99,403
03-21-2018 12:18 PM,498,0.01,4.98,403
03-21-2018 12:17 PM,497,0.01,4.97,403
03-21-2018 12:17 PM,496,0.01,4.96,403
03-21-2018 12:16 PM,495,0.01,4.95,403
03-21-2018 12:16 PM,494,0.01,4.94,403
03-21-2018 12:15 PM,493,0.01,4.93,403
03-21-2018 12:14 PM,492,0.01,4.92,403
03-21-2018 12:14 PM,491,0.01,4.91,403
03-21-2018 12:13 PM,490,0.01,4.90,403
03-21-2018 12:13 PM,489,0.01,4.89,403
03-21-2018 12:12 PM,488,0.01,4.88,403
03-21-2018 12:10 PM,487,0.01,4.87,403
03-21-2018 12:09 PM,486,0.01,4.86,403
03-21-2018 12:08 PM,485,0.01,4.85,403
03-21-2018 12:05 PM,484,0.01,4.84,403
03-21-2018 12:02 PM,483,0.01,4.83,403
03-21-2018 12:00 PM,482,0.01,4.82,403
03-21-2018 11:57 AM,481,0.01,4.81,403
03-21-2018 11:55 AM,480,0.01,4.80,403
03-21-2018 11:52 AM,479,0.01,4.79,403
03-21-2018 11:49 AM,478,0.01,4.78,403
03-21-2018 11:46 AM,477,0.01,4.77,403
03-21-2018 11:42 AM,476,0.01,4.76,403
03-21-2018 11:36 AM,475,0.01,4.75,403
03-21-2018 11:33 AM,474,0.01,4.74,403
