DateTime,RawCount,Amount,Accumulated,id
03-21-2018 10:42 AM,656,0.01,6.56,322
03-21-2018 10:39 AM,655,0.01,6.55,322
03-21-2018 10:37 AM,654,0.01,6.54,322
03-21-2018 10:35 AM,653,0.01,6.53,322
03-21-2018 10:34 AM,652,0.01,6.52,322
03-21-2018 10:33 AM,651,0.01,6.51,322
03-21-2018 10:32 AM,650,0.01,6.50,322
03-21-2018 10:31 AM,649,0.01,6.49,322
03-21-2018 10:30 AM,648,0.01,6.48,322
03-21-2018 10:29 AM,647,0.01,6.47,322
03-21-2018 10:27 AM,646,0.01,6.46,322
03-21-2018 10:25 AM,645,0.01,6.45,322
03-21-2018 10:23 AM,644,0.01,6.44,322
03-21-2018 10:18 AM,643,0.01,6.43,322
03-21-2018 07:28 AM,642,0.01,6.42,322
03-21-2018 07:16 AM,641,0.01,6.41,322
03-21-2018 06:49 AM,640,0.01,6.40,322
03-21-2018 06:26 AM,639,0.01,6.39,322
03-21-2018 01:01 AM,638,0.00,6.38,322
03-20-2018 10:20 PM,638,0.01,6.38,322
03-20-2018 01:01 PM,637,0.00,6.37,322
03-20-2018 01:01 AM,637,0.00,6.37,322
03-19-2018 01:01 PM,637,0.00,6.37,322
03-19-2018 01:01 AM,637,0.00,6.37,322
03-18-2018 01:01 PM,637,0.00,6.37,322
03-18-2018 01:01 AM,637,0.00,6.37,322
03-17-2018 01:01 PM,637,0.00,6.37,322
03-17-2018 01:01 AM,637,0.00,6.37,322
03-16-2018 08:04 PM,637,0.01,6.37,322
03-16-2018 01:01 PM,636,0.00,6.36,322
03-16-2018 01:01 AM,636,0.00,6.36,322
03-15-2018 01:01 PM,636,0.00,6.36,322
03-15-2018 04:05 AM,636,0.01,6.36,322
03-15-2018 03:28 AM,635,0.01,6.35,322
03-15-2018 03:03 AM,634,0.01,6.34,322
03-15-2018 02:40 AM,633,0.01,6.33,322
03-15-2018 02:38 AM,632,0.01,6.32,322
03-15-2018 02:37 AM,631,0.01,6.31,322
03-15-2018 02:37 AM,630,0.01,6.30,322
03-15-2018 02:36 AM,629,0.01,6.29,322
03-15-2018 02:35 AM,628,0.01,6.28,322
03-15-2018 02:35 AM,627,0.01,6.27,322
03-15-2018 02:35 AM,626,0.01,6.26,322
03-15-2018 02:09 AM,625,0.01,6.25,322
03-15-2018 01:43 AM,624,0.01,6.24,322
03-15-2018 01:36 AM,623,0.01,6.23,322
03-15-2018 01:35 AM,622,0.01,6.22,322
03-15-2018 01:34 AM,621,0.01,6.21,322
03-15-2018 01:33 AM,620,0.01,6.20,322
03-15-2018 01:32 AM,619,0.01,6.19,322
03-15-2018 01:31 AM,618,0.01,6.18,322
03-15-2018 01:31 AM,617,0.01,6.17,322
03-15-2018 01:30 AM,616,0.01,6.16,322
03-15-2018 01:30 AM,615,0.01,6.15,322
03-15-2018 01:29 AM,614,0.01,6.14,322
03-15-2018 01:29 AM,613,0.01,6.13,322
03-15-2018 01:27 AM,612,0.01,6.12,322
03-15-2018 01:26 AM,611,0.01,6.11,322
03-15-2018 01:23 AM,610,0.01,6.10,322
03-15-2018 01:22 AM,609,0.01,6.09,322
03-15-2018 01:21 AM,608,0.01,6.08,322
03-15-2018 01:21 AM,607,0.01,6.07,322
03-15-2018 01:20 AM,606,0.01,6.06,322
03-15-2018 01:20 AM,605,0.01,6.05,322
03-15-2018 01:19 AM,604,0.01,6.04,322
03-15-2018 01:18 AM,603,0.01,6.03,322
03-15-2018 01:17 AM,602,0.01,6.02,322
03-15-2018 01:16 AM,601,0.01,6.01,322
03-15-2018 01:15 AM,600,0.01,6.00,322
03-15-2018 01:14 AM,599,0.01,5.99,322
03-15-2018 01:13 AM,598,0.01,5.98,322
03-15-2018 01:13 AM,597,0.01,5.97,322
03-15-2018 01:12 AM,596,0.01,5.96,322
03-15-2018 01:11 AM,595,0.01,5.95,322
03-15-2018 01:10 AM,594,0.01,5.94,322
03-15-2018 01:08 AM,593,0.01,5.93,322
03-15-2018 01:06 AM,592,0.01,5.92,322
03-15-2018 01:01 AM,591,0.01,5.91,322
03-15-2018 01:01 AM,590,0.00,5.90,322
03-15-2018 12:55 AM,590,0.01,5.90,322
03-15-2018 12:54 AM,589,0.01,5.89,322
03-15-2018 12:47 AM,588,0.01,5.88,322
03-15-2018 12:38 AM,587,0.01,5.87,322
03-15-2018 12:30 AM,586,0.01,5.86,322
03-15-2018 12:26 AM,585,0.01,5.85,322
03-15-2018 12:22 AM,584,0.01,5.84,322
03-15-2018 12:18 AM,583,0.01,5.83,322
03-15-2018 12:14 AM,582,0.01,5.82,322
03-14-2018 09:43 PM,581,0.01,5.81,322
03-14-2018 01:01 PM,580,0.00,5.80,322
03-14-2018 07:08 AM,580,0.01,5.80,322
03-14-2018 02:06 AM,579,0.01,5.79,322
03-14-2018 01:58 AM,578,0.01,5.78,322
03-14-2018 01:52 AM,577,0.01,5.77,322
03-14-2018 01:30 AM,576,0.01,5.76,322
03-14-2018 01:15 AM,575,0.01,5.75,322
03-14-2018 01:06 AM,574,0.01,5.74,322
03-14-2018 01:01 AM,573,0.00,5.73,322
03-14-2018 12:50 AM,573,0.01,5.73,322
03-14-2018 12:43 AM,572,0.01,5.72,322
03-14-2018 12:35 AM,571,0.01,5.71,322
03-14-2018 12:32 AM,570,0.01,5.70,322
03-14-2018 12:25 AM,569,0.01,5.69,322
03-14-2018 12:13 AM,568,0.01,5.68,322
03-14-2018 12:10 AM,567,0.01,5.67,322
03-13-2018 11:49 PM,566,0.01,5.66,322
03-13-2018 11:44 PM,565,0.01,5.65,322
